"question","dv","term","n","estimate","conf.low","conf.high","p.value","sig","direction","battery","battery_title"
"cc2_pref_logit","Target education quality for low-income","region_eastcoast_bin",2059,-0.025,-0.084,0.035,0.423,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","ses_male_bin",2059,0.038,-0.006,0.082,0.087,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","trust_inst_fed_bin",2059,0.017,-0.041,0.075,0.565,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","trust_inst_prov_bin",2059,0.001,-0.057,0.059,0.966,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","univ_educ_bin",2059,-0.04,-0.085,0.004,0.077,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","vote_PCC_bin",2059,-0.039,-0.103,0.025,0.237,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_logit","Target education quality for low-income","vote_PLC_bin",2059,0.008,-0.052,0.069,0.786,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","age18_34_bin",2032,-0.035,-0.064,-0.006,0.019,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","age55plus_bin",2032,0.004,-0.026,0.034,0.811,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","alberta_bin",2032,-0.005,-0.038,0.027,0.739,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","children_bin",2032,-0.007,-0.033,0.02,0.613,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","employ_fulltime_bin",2032,0.014,-0.013,0.041,0.314,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","ideo_define_QC_first_bin",2032,-0.021,-0.077,0.034,0.449,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","ideo_right_num",2032,0.02,-0.041,0.081,0.515,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","ideo_vote_fed_left",2032,-0.019,-0.089,0.051,0.595,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","ideo_vote_prov_left",2032,-0.02,-0.058,0.019,0.316,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","incomeHigh_bin",2032,0.074,0.029,0.118,0.001,"**","Positive","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","quebec_bin",2032,-0.038,-0.072,-0.005,0.025,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","region_eastcoast_bin",2032,0.028,-0.007,0.064,0.121,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","ses_male_bin",2032,-0.015,-0.04,0.011,0.269,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","trust_inst_fed_bin",2032,0.003,-0.032,0.038,0.856,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","trust_inst_prov_bin",2032,-0.01,-0.043,0.023,0.545,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","univ_educ_bin",2032,-0.018,-0.044,0.008,0.183,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","vote_PCC_bin",2032,0.015,-0.023,0.052,0.438,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Increase child care for all, reduce other family benefits","vote_PLC_bin",2032,0.003,-0.034,0.041,0.864,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","age18_34_bin",2032,-0.008,-0.04,0.024,0.633,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","age55plus_bin",2032,0.009,-0.02,0.037,0.555,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","alberta_bin",2032,0.007,-0.024,0.038,0.663,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","children_bin",2032,0.006,-0.019,0.031,0.618,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","employ_fulltime_bin",2032,-0.025,-0.049,-0.001,0.038,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","ideo_define_QC_first_bin",2032,0.011,-0.033,0.055,0.625,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","ideo_right_num",2032,-0.027,-0.086,0.032,0.369,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","ideo_vote_fed_left",2032,0.053,-0.002,0.108,0.059,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","ideo_vote_prov_left",2032,-0.003,-0.038,0.032,0.866,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","incomeHigh_bin",2032,-0.015,-0.043,0.013,0.306,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","quebec_bin",2032,0.005,-0.029,0.04,0.771,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","region_eastcoast_bin",2032,-0.038,-0.063,-0.013,0.003,"**","Negative","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","ses_male_bin",2032,0.006,-0.017,0.029,0.632,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","trust_inst_fed_bin",2032,-0.011,-0.04,0.018,0.45,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","trust_inst_prov_bin",2032,-0.01,-0.04,0.021,0.54,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","univ_educ_bin",2032,-0.01,-0.033,0.012,0.37,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","vote_PCC_bin",2032,-0.007,-0.04,0.027,0.702,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target low-income families, childcare","vote_PLC_bin",2032,-0.015,-0.042,0.011,0.26,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","age18_34_bin",2034,-0.007,-0.036,0.021,0.615,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","age55plus_bin",2034,-0.021,-0.052,0.009,0.174,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","alberta_bin",2034,-0.004,-0.034,0.027,0.808,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","children_bin",2034,-0.001,-0.024,0.023,0.939,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","employ_fulltime_bin",2034,-0.003,-0.03,0.025,0.856,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","ideo_define_QC_first_bin",2034,-0.021,-0.06,0.018,0.285,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","ideo_right_num",2034,0.017,-0.039,0.073,0.562,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","ideo_vote_fed_left",2034,0.02,-0.035,0.074,0.482,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","ideo_vote_prov_left",2034,-0.017,-0.051,0.016,0.309,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","incomeHigh_bin",2034,0.008,-0.021,0.037,0.596,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","quebec_bin",2034,0.011,-0.026,0.049,0.557,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","region_eastcoast_bin",2034,0.005,-0.028,0.038,0.756,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","ses_male_bin",2034,-0.011,-0.034,0.012,0.35,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","trust_inst_fed_bin",2034,-0.044,-0.071,-0.017,0.001,"**","Negative","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","trust_inst_prov_bin",2034,-0.007,-0.038,0.024,0.662,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","univ_educ_bin",2034,0.002,-0.022,0.026,0.87,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","vote_PCC_bin",2034,0.046,0.009,0.082,0.015,"*","Positive","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for all, reduce other family benefits","vote_PLC_bin",2034,-0.001,-0.034,0.033,0.971,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","age18_34_bin",2034,0.006,-0.023,0.035,0.704,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","age55plus_bin",2034,0.034,0.009,0.059,0.008,"**","Positive","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","alberta_bin",2034,0.011,-0.017,0.039,0.429,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","children_bin",2034,0.017,-0.004,0.038,0.109,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","employ_fulltime_bin",2034,0.008,-0.014,0.03,0.457,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","ideo_define_QC_first_bin",2034,0.007,-0.032,0.045,0.741,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","ideo_right_num",2034,0.014,-0.033,0.062,0.551,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","ideo_vote_fed_left",2034,-0.006,-0.056,0.044,0.819,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","ideo_vote_prov_left",2034,-0.004,-0.03,0.022,0.759,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","incomeHigh_bin",2034,0.001,-0.023,0.024,0.962,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","quebec_bin",2034,0.004,-0.027,0.035,0.796,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","region_eastcoast_bin",2034,-0.002,-0.028,0.024,0.892,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","ses_male_bin",2034,0.012,-0.006,0.03,0.185,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","trust_inst_fed_bin",2034,-0.012,-0.034,0.01,0.286,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","trust_inst_prov_bin",2034,0.002,-0.022,0.025,0.895,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","univ_educ_bin",2034,-0.002,-0.021,0.017,0.843,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","vote_PCC_bin",2034,-0.006,-0.033,0.021,0.685,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_logit","Target education quality for low-income","vote_PLC_bin",2034,0.001,-0.025,0.027,0.946,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","age18_34_bin",2057,0.007,-0.056,0.069,0.832,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","age55plus_bin",2057,-0.061,-0.12,-0.002,0.044,"*","Negative","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","alberta_bin",2057,-0.001,-0.063,0.061,0.979,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","children_bin",2057,-0.037,-0.085,0.012,0.142,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","employ_fulltime_bin",2057,0.03,-0.02,0.081,0.241,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","ideo_define_QC_first_bin",2057,-0.06,-0.148,0.029,0.187,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","ideo_right_num",2057,0.046,-0.068,0.159,0.432,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","ideo_vote_fed_left",2057,-0.079,-0.194,0.036,0.177,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","ideo_vote_prov_left",2057,0.002,-0.064,0.068,0.958,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","incomeHigh_bin",2057,0.055,-0.005,0.115,0.07,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","quebec_bin",2057,-0.048,-0.12,0.023,0.182,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","region_eastcoast_bin",2057,0.021,-0.041,0.083,0.506,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","ses_male_bin",2057,0.029,-0.016,0.074,0.206,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","trust_inst_fed_bin",2057,0.008,-0.05,0.066,0.787,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","trust_inst_prov_bin",2057,-0.029,-0.088,0.03,0.336,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","univ_educ_bin",2057,0.011,-0.034,0.056,0.632,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","vote_PCC_bin",2057,-0.001,-0.066,0.065,0.987,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Increase child care for all, reduce other family benefits","vote_PLC_bin",2057,-0.023,-0.084,0.038,0.461,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","age18_34_bin",2057,-0.025,-0.086,0.037,0.437,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","age55plus_bin",2057,0.019,-0.04,0.078,0.536,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","alberta_bin",2057,0.037,-0.024,0.098,0.232,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","children_bin",2057,-0.002,-0.051,0.046,0.923,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","employ_fulltime_bin",2057,-0.061,-0.112,-0.01,0.018,"*","Negative","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","ideo_define_QC_first_bin",2057,-0.008,-0.099,0.084,0.87,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","ideo_right_num",2057,-0.116,-0.231,-0.001,0.048,"*","Negative","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","ideo_vote_fed_left",2057,-0.105,-0.219,0.009,0.072,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","ideo_vote_prov_left",2057,0.048,-0.018,0.114,0.156,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","incomeHigh_bin",2057,-0.058,-0.117,0,0.052,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","quebec_bin",2057,0.07,-0.001,0.141,0.053,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","region_eastcoast_bin",2057,0.014,-0.047,0.076,0.644,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","ses_male_bin",2057,0.019,-0.026,0.063,0.413,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","trust_inst_fed_bin",2057,0.015,-0.043,0.073,0.62,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","trust_inst_prov_bin",2057,-0.036,-0.094,0.022,0.225,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","univ_educ_bin",2057,-0.016,-0.061,0.029,0.493,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","vote_PCC_bin",2057,-0.025,-0.09,0.04,0.449,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target low-income families, childcare","vote_PLC_bin",2057,0.02,-0.04,0.081,0.511,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","age18_34_bin",2059,0.001,-0.061,0.064,0.97,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","age55plus_bin",2059,-0.069,-0.128,-0.009,0.024,"*","Negative","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","alberta_bin",2059,-0.007,-0.069,0.054,0.812,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","children_bin",2059,-0.047,-0.096,0.001,0.055,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","employ_fulltime_bin",2059,0.038,-0.014,0.089,0.15,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","ideo_define_QC_first_bin",2059,-0.028,-0.117,0.061,0.534,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","ideo_right_num",2059,0.027,-0.085,0.138,0.639,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","ideo_vote_fed_left",2059,-0.033,-0.144,0.079,0.566,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","ideo_vote_prov_left",2059,-0.039,-0.104,0.026,0.241,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","incomeHigh_bin",2059,0.035,-0.024,0.095,0.247,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","quebec_bin",2059,0.001,-0.069,0.072,0.968,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","region_eastcoast_bin",2059,0.022,-0.039,0.082,0.484,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","ses_male_bin",2059,0.006,-0.039,0.05,0.807,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","trust_inst_fed_bin",2059,-0.067,-0.124,-0.01,0.02,"*","Negative","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","trust_inst_prov_bin",2059,-0.019,-0.077,0.039,0.524,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","univ_educ_bin",2059,0.033,-0.011,0.078,0.142,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","vote_PCC_bin",2059,0.048,-0.017,0.113,0.151,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for all, reduce other family benefits","vote_PLC_bin",2059,-0.004,-0.063,0.054,0.882,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","age18_34_bin",2059,0.003,-0.059,0.065,0.924,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","age55plus_bin",2059,-0.029,-0.088,0.03,0.332,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","alberta_bin",2059,-0.049,-0.11,0.011,0.112,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","children_bin",2059,0.026,-0.022,0.074,0.289,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","employ_fulltime_bin",2059,-0.04,-0.091,0.01,0.12,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","ideo_define_QC_first_bin",2059,0.066,-0.025,0.157,0.155,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","ideo_right_num",2059,-0.036,-0.15,0.078,0.531,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","ideo_vote_fed_left",2059,-0.073,-0.186,0.04,0.205,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","ideo_vote_prov_left",2059,-0.01,-0.076,0.056,0.76,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","incomeHigh_bin",2059,-0.026,-0.084,0.032,0.378,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","quebec_bin",2059,0.028,-0.043,0.099,0.437,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","region_eastcoast_bin",2059,-0.025,-0.085,0.036,0.426,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","ses_male_bin",2059,0.038,-0.006,0.082,0.088,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","trust_inst_fed_bin",2059,0.017,-0.041,0.074,0.566,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","trust_inst_prov_bin",2059,0.002,-0.056,0.059,0.958,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","univ_educ_bin",2059,-0.04,-0.085,0.004,0.076,".","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","vote_PCC_bin",2059,-0.04,-0.105,0.026,0.236,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_pref_lpm","Target education quality for low-income","vote_PLC_bin",2059,0.008,-0.052,0.068,0.799,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","age18_34_bin",2032,-0.035,-0.067,-0.002,0.036,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","age55plus_bin",2032,0.003,-0.03,0.036,0.861,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","alberta_bin",2032,-0.006,-0.041,0.029,0.733,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","children_bin",2032,-0.007,-0.034,0.02,0.63,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","employ_fulltime_bin",2032,0.013,-0.014,0.039,0.363,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","ideo_define_QC_first_bin",2032,-0.013,-0.052,0.026,0.519,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","ideo_right_num",2032,0.022,-0.04,0.083,0.489,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","ideo_vote_fed_left",2032,-0.014,-0.074,0.046,0.654,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","ideo_vote_prov_left",2032,-0.018,-0.054,0.019,0.344,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","incomeHigh_bin",2032,0.068,0.028,0.108,0.001,"**","Positive","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","quebec_bin",2032,-0.038,-0.073,-0.002,0.036,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","region_eastcoast_bin",2032,0.03,-0.008,0.067,0.12,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","ses_male_bin",2032,-0.013,-0.039,0.012,0.3,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","trust_inst_fed_bin",2032,0.002,-0.031,0.035,0.899,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","trust_inst_prov_bin",2032,-0.011,-0.044,0.023,0.538,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","univ_educ_bin",2032,-0.017,-0.043,0.009,0.195,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","vote_PCC_bin",2032,0.018,-0.02,0.055,0.351,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Increase child care for all, reduce other family benefits","vote_PLC_bin",2032,0.001,-0.028,0.03,0.929,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","age18_34_bin",2032,-0.005,-0.034,0.023,0.726,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","age55plus_bin",2032,0.01,-0.018,0.038,0.498,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","alberta_bin",2032,0.006,-0.027,0.039,0.713,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","children_bin",2032,0.006,-0.018,0.029,0.622,"","No clear effect","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","employ_fulltime_bin",2032,-0.025,-0.048,-0.001,0.042,"*","Negative","cc2","Childcare priorities, target group"
"cc2_intense_lpm","Target low-income families, childcare","ideo_define_QC_first_bin",2032,0.014,-0.037,0.065,0.591,"","No clear effect","cc2","Childcare priorities, target group"
